一万八千	1.153.34.312
穷乡僻壤	4653.56.3207.194184
穷兵黩武	4653.9834.8612.1121
穷兵黩武	4653.9834.861254.112154
穷凶极恶	4653.3452.12354.1226
穷凶极恶	4653.3452.12354.12265
穷则思变	4653.282.836.665
穷则思变	4653.2822.8365.6654
穷原竟委	4653.133.61813.9259
穷原竟委	4653.133814.618135.9259
穷困潦倒	4653.2512.441344.3215
穷困潦倒	4653.25121.441344.321542
穷奢极侈	4653.13419.12354.3290
穷奢极侈	4653.134191.12354.329090
穷奢极欲	4653.13419.12354.943
穷奢极欲	4653.134191.12354.943534
穷家富路	4653.46.4618.299
穷家富路	4653.4613.461803.299080
穷寇勿追	4653.461134.3533.3251
穷寇勿追	4653.461134.3533.325154
穷寇莫追	4653.461134.1781.3251
穷寇莫追	4653.461134.178114.325154
穷山僻壤	4653.20.3207.19418
穷山僻壤	4653.20.3207.194184
穷山恶水	4653.20.1226.253
穷山恶水	4653.20.12265.2534
穷年累月	4653.311.8356.36
穷年累月	4653.311212.835624.36
穷当益坚	4653.240.43348.225
穷当益坚	4653.2401.433484.225419
穷形尽相	4653.783.07.1282
穷形尽相	4653.78333.07444.1282
穷愁潦倒	4653.9269.441344.3215
穷愁潦倒	4653.926965.441344.321542
穷极无聊	4653.12354.113.723
穷极无聊	4653.12354.1135.723532
穷根究底	4653.120.4635.473
穷根究底	4653.1203.4635.473514
穷理尽性	4653.118.07.49
穷理尽性	4653.118121.07444.49371
穷而后工	4653.1325.331.121
穷而后工	4653.132522.33180.121
穷追不舍	4653.3251.1324.341120
穷追不舍	4653.325154.1324.341120
穷追猛打	4653.3251.385.1012
穷追猛打	4653.325154.385884.1012
穷途末路	4653.341124.112.299
穷途末路	4653.341124.112.299080
空中加油	4612.802.538.448
空中加油	46121.802.5380.4483
空中楼阁	4612.802.126.429
空中楼阁	46121.802.126859.429080
空军司令	4612.45.518.34454
空军司令	46121.4577.5180.34454
空军基地	4612.45.701.195
空军基地	46121.4577.7019.19525
空军部队	4612.45.6180.5234
空军部队	46121.4577.618052.5234
空前团结	4612.4325.25123.5519
空前团结	46121.432512.251231.551980
空前未有	4612.4325.112.13
空前未有	46121.432512.112.132511
空前绝后	4612.4325.55355.331
空前绝后	46121.432512.553555.33180
空口无凭	4612.80.113.323195
空口无凭	46121.80.1135.323195
空头支票	4612.4413.1254.741
空头支票	46121.44134.1254.741124
空手而归	4612.97.1325.230
空手而归	46121.97.132522.2301
空无一人	4612.113.1.34
空无一人	46121.1135.1.34
空无所有	4612.113.335.13
空无所有	46121.1135.335133.132511
空气污染	4612.97.44115.44351
空气污染	46121.97.44115.443512
空气清醒	4612.97.4471.758
空气清醒	46121.97.447121.758131
空气质量	4612.97.33122.81181
空气质量	46121.97.331228.811811
空洞无物	4612.4425.113.313
空洞无物	46121.442510.1135.313533
空白支票	4612.381.1254.741
空白支票	46121.381.1254.741124
空穴来风	4612.46.168.353
空穴来风	46121.46.168.3534
空空如也	4612.4612.598.525
空空如也	46121.46121.5980.525
空空荡荡	4612.4612.174453.174453
空空荡荡	46121.46121.174453.174453
空空道人	4612.4612.4338.34
空空道人	46121.46121.433824.34
空话连篇	4612.409.774.376
空话连篇	46121.4092.77454.376727
空谷幽兰	4612.94.256.43
空谷幽兰	46121.94.256562.43
空谷足音	4612.94.29.6181
空谷足音	46121.94.29.6181
空间电荷	4612.4281.815.1732
空间电荷	46121.4281.815.173212
空间科学	4612.4281.924.64
空间科学	46121.4281.924412.6458
空间结构	4612.4281.5519.12355
空间结构	46121.4281.551980.123554
空间轨道	4612.4281.7735.4338
空间轨道	46121.4281.7735.433824
穿云破雾	4679.1154.145.1690
穿云破雾	4679.1154.145324.169053
穿云而过	4679.1154.1325.1244
穿云而过	4679.1154.132522.124454
穿云裂石	4679.1154.13224.14
穿云裂石	4679.1154.132244.14
穿凿附会	4679.224.5232.341
穿凿附会	4679.224322.523214.341154
穿壁引光	4679.0719.572.24
穿壁引光	4679.0719.572.2435
穿山越岭	4679.20.761.203
穿山越岭	4679.20.761554.203444
穿戴整齐	4679.198.18023.6632
穿戴整齐	4679.198314.180231.6632
穿梭往来	4679.125430.3341.168
穿梭往来	4679.125430.33411.168
穿着打扮	4679.43.1012.10345
穿着打扮	4679.4382.1012.103453
穿红着绿	4679.551.43.550
穿红着绿	4679.55121.4382.550124
穿街过巷	4679.3319.1244.18345
穿街过巷	4679.331912.124454.183455
穿衣戴帽	4679.413.198.252
穿衣戴帽	4679.413534.198314.252512
穿这么多	4679.6.354.909
穿这么多	4679.66454.354.9090
穿针引线	4679.9112.572.5511
穿针引线	4679.9112.572.551154
穿靴戴帽	4679.18323.198.252
穿靴戴帽	4679.183235.198314.252512
突出表现	4613.02.713.1125
突出表现	461344.02.713534.112535
突出贡献	4613.02.12128.12254
突出贡献	461344.02.12128.122544
突发奇想	4613.535.13418.12826
突发奇想	461344.53544.134182.128265
突如其来	4613.598.70.168
突如其来	461344.5980.70.168
突然之间	4613.9013.454.4281
突然之间	461344.901349.454.4281
突然袭击	4613.9013.135344.1120
突然袭击	461344.901349.135344.1120
突破难关	4613.145.5432.4334
突破难关	461344.145324.543241.4334
突飞猛进	4613.534.385.784
突飞猛进	461344.534.385884.78454
窃窃私语	46155.46155.9254.4012
窃窃私语	461553.461553.9254.401250
窃钩者诛	46155.91355.19381.40311
窃钩者诛	461553.913554.19381.403112
窈窕淑女	4656.463414.44875.59
窈窕淑女	465653.463414.448754.59
窒息身亡	46154.38265.99.415
窒息身亡	461549.38265.99.415
窒碍难行	46154.148.5432.3311
窒碍难行	461549.148114.543241.33112
窗明几净	463.8136.35.41350
窗明几净	463251.8136.35.413501
窗明几静	463.8136.35.712
窗明几静	463251.8136.35.712512
窜改文件	46808.5159.66.3231
窜改文件	468082.51590.66.3231
窥探虚实	46113.10451.872.464
窥探虚实	461135.104512.8722.464414
窥见一斑	46113.2535.1.116
窥见一斑	461135.2535.1.116611
窥豹一斑	46113.3935.1.116
窥豹一斑	461135.39354.1.116611
立业成家	61.22.135.46
立业成家	61.22.135534.4613
立于不败	61.112.1324.289
立于不败	61.112.1324.2890
立体交叉	61.32121.6634.544
立党为公	61.243.4.3454
立党为公	61.2435.4354.3454
立功受奖	61.12153.394.41290
立功受奖	61.12153.394554.412904
立功赎罪	61.12153.28125.842
立功赎罪	61.12153.281254.8423
立国之本	61.2.454.121
立国之本	61.251141.454.121
立地成佛	61.195.135.3257
立地成佛	61.19525.135534.325732
立德立言	61.3312.61.40
立德立言	61.331285.61.40
立方英尺	61.60.172.074
立方英尺	61.60.172514.074
立此存照	61.213.13258.8153
立此存照	61.2135.13258.815389
立竿见影	61.37112.2535.8141
立竿见影	61.37112.2535.814123
立等可取	61.3719.18.725
立等可取	61.371914.1802.7254
立足之地	61.29.454.195
立足之地	61.29.454.19525
立身处世	61.99.9024.185
立身扬名	61.99.10533.90
立身扬名	61.99.10533.9080
立身行事	61.99.3311.180
立身行事	61.99.33112.180012
立锥之地	61.9132.454.195
立锥之地	61.913241.454.19525
竖子成名	22546.58.135.90
竖子成名	225461.58.135534.9080
站上舞台	612.21.3117.548
站上舞台	612180.21.311712.5480
站上讲台	612.21.4078.548
站上讲台	612180.21.4078.5480
站不住脚	612.1324.324.361
站不住脚	612180.1324.32411.361952
站不起来	612.1324.765.168
站不起来	612180.1324.76515.168
站在上面	612.132.21.13252
站在上面	612180.13219.21.132521
站在外面	612.132.902.13252
站在外面	612180.13219.9024.132521
站得住脚	612.338.324.361
站得住脚	612180.338114.32411.361952
站稳脚跟	612.923.361.290
站稳脚跟	612180.923505.361952.2903
竞争对手	61803.3501.541.97
竞争对手	618035.35012.54124.97
竞争机制	61803.3501.1235.3112
竞争机制	618035.35012.1235.311252
竞争能力	61803.3501.5.53
竞争能力	618035.35012.542515.53
竞技体操	61803.10125.32121.10808
竞技体操	618035.101254.32121.108082
竞技状态	61803.10125.4121.13446
竞技状态	618035.101254.412134.134465
竞赛场地	61803.4678.1953.195
竞赛场地	618035.467828.19533.19525
竞赛活动	61803.4678.449.11545
竞赛活动	618035.467828.4492.115453
童叟无欺	61812.98254.113.7035
童叟无欺	618121.98254.1135.703534
童心未泯	61812.65.112.44515
童心未泯	618121.65.112.445155
童男童女	61812.835.61812.59
童男童女	618121.8353.618121.59
童言无忌	61812.40.113.5156
童言无忌	618121.40.1135.51565
童颜鹤发	61812.6133.4532.535
童颜鹤发	618121.613338.453246.53544
竭尽全力	618135.07.3411.53
竭尽全力	618135.07444.3411.53
竭尽心力	618135.07.65.53
竭尽心力	618135.07444.65.53
竭尽所能	618135.07.335.5
竭尽所能	618135.07444.335133.542515
竭忠尽智	618135.80265.07.948
竭忠尽智	618135.80265.07444.948081
竭泽而渔	618135.445412.1325.4495
竭泽而渔	618135.445412.132522.4495
竭诚服务	618135.4013.365.905
竭诚服务	618135.401354.365254.9053
端正党风	6120.121.243.353
端正党风	612012.121.2435.3534
端端正正	6120.6120.121.121
端端正正	612012.612012.121.121
竹子开花	37.58.78.17
竹子开花	37.58.78.173235
竹报平安	37.105.143.465
竹报平安	37.105254.1432.4659
竹木制品	37.12.3112.8080
竹木制品	37.12.311252.808080
竹木家具	37.12.46.273
竹木家具	37.12.4613.2734
竹木板材	37.12.1233.12123
竹木板材	37.12.123354.12123
竹篮打水	37.372.1012.253
竹篮打水	37.372234.1012.2534
竹篱瓦舍	37.3741.79.341120
竹篱瓦舍	37.374134.79.341120
竹篱茅舍	37.3741.1754.341120
竹篱茅舍	37.374134.1754.341120
笃信好学	3750.3240.595.64
笃信好学	3750.3240.5958.6458
笃学不倦	3750.64.1324.324355
笃学不倦	3750.6458.1324.324355
笑不出来	379.1324.02.168
笑不出来	3794.1324.02.168
笑不露齿	379.1324.162.21
笑不露齿	3794.1324.162990.21
笑傲江湖	379.3271.44121.44128
笑傲江湖	3794.327150.44121.441286
笑傲群雄	379.3271.0138.13543
笑傲群雄	3794.327150.013802.135431
笑到最后	379.154.817.331
笑到最后	3794.154192.817254.33180
笑口常开	379.80.242.78
笑口常开	3794.80.2425.78
笑容可掬	379.4694.18.10356
笑容可掬	3794.4694.1802.103568
笑容满面	379.4694.4417.13252
笑容满面	3794.4694.441714.132521
笑掉大牙	379.10218.134.79
笑掉大牙	3794.102182.134.79
笑死我了	379.1335.31.52
笑死我了	3794.1335.312154.52
笑而不答	379.1325.1324.3794
笑而不答	3794.132522.1324.3794
笑话百出	379.409.1381.02
笑话百出	3794.4092.1381.02
笑逐颜开	379.13454.6133.78
笑逐颜开	3794.13454.613338.78
笑里藏刀	379.812.17135.53
笑里藏刀	3794.81211.171354.53
笑靥如花	379.131341.598.17
笑靥如花	3794.131341.5980.173235
笔下生花	3797.124.371.17
笔下生花	3797.124.371.173235
笔墨官司	3797.8619.462.518
笔墨官司	3797.8619.462511.5180
笔墨纸砚	3797.8619.553.14253
笔墨纸砚	3797.8619.553515.142535
笔底生花	3797.473.371.17
笔底生花	3797.473514.371.173235
笔记本型	3797.405.121.782
笔记本型	3797.40515.121.782219
笔走龙蛇	3797.76.13534.264
笔走龙蛇	3797.76.13534.264635
笔酣墨饱	3797.7518.8619.30355
笔酣墨饱	3797.7518.8619.303555
笨嘴学舌	37121.80213.64.92
笨嘴学舌	37121.802135.6458.92
笨嘴拙舌	37121.80213.1002.92
笨嘴拙舌	37121.802135.1002.92
笨手笨脚	37121.97.37121.361
笨手笨脚	37121.97.37121.361952
笨鸟先飞	37121.96.319.534
笨鸟先飞	37121.96.31935.534
第一个月	375.1.342.36
第一个月	375723.1.342.36
第一书记	375.1.5524.405
第一书记	375723.1.5524.40515
第一产业	375.1.613.22
第一产业	375723.1.613.22
第一件事	375.1.3231.180
第一件事	375723.1.3231.180012
第一季度	375.1.9258.4718
第一季度	375723.1.9258.471854
第一封信	375.1.1919.3240
第一封信	375723.1.191914.3240
第一把手	375.1.10.97
第一把手	375723.1.105215.97
第一时间	375.1.811.4281
第一时间	375723.1.81124.4281
第一第二	375.1.375.11
第一第二	375723.1.375723.11
第一部分	375.1.6180.345
第一部分	375723.1.618052.3453
第一阶段	375.1.52343.98
第一阶段	375723.1.523432.98
第三世界	375.111.185.833
第三世界	375723.111.185.833432
第三产业	375.111.613.22
第三产业	375723.111.613.22
第三季度	375.111.9258.4718
第三季度	375723.111.9258.471854
第三梯队	375.111.12435.5234
第三梯队	375723.111.124353.5234
第三阶段	375.111.52343.98
第三阶段	375723.111.523432.98
第二产业	375.11.613.22
第二产业	375723.11.613.22
第二国际	375.11.2.52112
第二国际	375723.11.251141.521124
第二季度	375.11.9258.4718
第二季度	375723.11.9258.471854
第二把手	375.11.10.97
第二把手	375723.11.105215.97
第二阶段	375.11.52343.98
第二阶段	375723.11.523432.98
第五科了	375.1251.924.52
第五科了	375723.1251.924412.52
第五纵队	375.1251.55343.5234
第五纵队	375723.1251.553434.5234
第十一届	375.12.1.078
第十一届	375723.12.1.0783
第十二届	375.12.11.078
第十二届	375723.12.11.0783
第四季度	375.84.9258.4718
第四季度	375723.84.9258.471854
第欧根尼	375.13453.120.0735
第欧根尼	375723.134534.1203.0735
第比利斯	375.1535.922.7033
第比利斯	375723.1535.9222.7033
笼中之鸟	3713.802.454.96
笼中之鸟	371354.802.454.96
笼络人心	3713.55908.34.65
笼络人心	371354.559080.34.65
等一个人	3719.1.342.34
等一个人	371914.1.342.34
等一阵子	3719.1.527.58
等一阵子	371914.1.5277.58
等价交换	3719.3234.6634.10352
等价交换	371914.323432.6634.103524
等位基因	3719.3261.701.2513
等位基因	371914.3261.7019.251341
等候处理	3719.3225.9024.118
等候处理	371914.322514.9024.118121
等值联结	3719.32122.724.5519
等值联结	371914.321227.724334.551980
等到那时	3719.154.51.811
等到那时	371914.154192.5152.81124
等因奉此	3719.2513.7311.213
等因奉此	371914.251341.73112.2135
等待时间	3719.33191.811.4281
等待时间	371914.331914.81124.4281
等成本线	3719.135.121.5511
等成本线	371914.135534.121.551154
等效力系	3719.663.53.356
等效力系	371914.663490.53.356234
等效电路	3719.663.815.299
等效电路	371914.663490.815.299080
等来等去	3719.168.3719.1954
等来等去	371914.168.371914.1954
等比数列	3719.1535.685.1322
等比数列	371914.1535.685990.1322
等离子体	3719.41345.58.32121
等离子体	371914.413454.58.32121
等离激元	3719.41345.4438.1135
等离激元	371914.413454.443810.1135
等等等等	3719.3719.3719.3719
等等等等	371914.371914.371914.371914
等米下锅	3719.68.124.9180
等米下锅	371914.68.124.918024
等级制度	3719.55354.3112.4718
等级制度	371914.55354.311252.471854
等级森严	3719.55354.121212.1223
等级森严	371914.55354.121212.1223
等而下之	3719.1325.124.454
等而下之	371914.132522.124.454
等量齐观	3719.81181.6632.5425
等量齐观	371914.811811.6632.542535
等闲之辈	3719.4212.454.237
等闲之辈	371914.4212.454.2377
等闲视之	3719.4212.6225.454
等闲视之	371914.4212.622535.454
筋疲力尽	3736.4853.53.07
筋疲力尽	373653.485324.53.07444
筋疲力竭	3736.4853.53.618135
筋疲力竭	373653.485324.53.618135
筑室道谋	371214.4615.4338.4018
筑室道谋	371214.461549.433824.401812
筑巢引凤	371214.058.572.3554
筑巢引凤	371214.058112.572.3554
答疑解惑	3794.359.3553.18015
答疑解惑	3794.359458.355331.180155
答记者问	3794.405.19381.428
答记者问	3794.40515.19381.4280
答谢宴会	3794.4099.4681.341
答谢宴会	3794.409914.468159.341154
答非所问	3794.23.335.428
答非所问	3794.23.335133.4280
策马扬鞭	37125.50.10533.1832
策马扬鞭	371254.50.10533.183214
筚路蓝缕	37153.299.1722.5568
筚路蓝缕	371532.299080.172234.556859
筛选制度	3723.3193.3112.4718
筛选制度	372315.319354.311252.471854
筹备社团	377.9083.62.25123
筹备社团	377314.9083.6219.251231
筹码分布	377.1450.345.1325
筹码分布	377314.1450.3453.1325
筹集资金	377.3247.413538.91
筹集资金	377314.324712.413538.91
签字盖戳	3734.4658.4311.043
签字盖戳	373414.4658.431184.043244
签订合同	3734.4012.94.25
签订合同	373414.4012.94.25180
签订契约	3734.4012.7153.5535
签订契约	373414.4012.715314.55354
简体中文	3742.32121.802.66
简体中文	374281.32121.802.66
简体汉字	3742.32121.4454.4658
简体汉字	374281.32121.4454.4658
简单扼要	3742.4381.101355.7
简单扼要	374281.438112.101355.7459
简单明了	3742.4381.8136.52
简单明了	374281.438112.8136.52
简单易行	3742.4381.8135.3311
简单易行	374281.438112.813533.33112
简明扼要	3742.8136.101355.7
简明扼要	374281.8136.101355.7459
简正模式	3742.121.1217.11215
简正模式	374281.121.121784.112154
简简单单	3742.3742.4381.4381
简简单单	374281.374281.438112.438112
简繁转换	3742.310.771.10352
简繁转换	374281.310694.771154.103524
简练为文	3742.5515.4.66
简练为文	374281.551554.4354.66
简而言之	3742.1325.40.454
简而言之	374281.132522.40.454
算命先生	378.3418.319.371
算命先生	378212.341802.31935.371
算得多少	378.338.909.2343
算得多少	378212.338114.9090.2343
算术编码	378.124.5567.1450
算术编码	378212.124.556727.1450
管不过来	374.1324.1244.168
管不过来	374621.1324.124454.168
管中窥豹	374.802.46113.3935
管中窥豹	374621.802.461135.39354
管宁割席	374.4612.46718.47182
管宁割席	374621.4612.467182.471825
管理中心	374.118.802.65
管理中心	374621.118121.802.65
管理人员	374.118.34.8028
管理人员	374621.118121.34.8028
管理人才	374.118.34.123
管理人才	374621.118121.34.123
管理会计	374.118.341.4012
管理会计	374621.118121.341154.4012
管理体制	374.118.32121.3112
管理体制	374621.118121.32121.311252
管理体系	374.118.32121.356
管理体系	374621.118121.32121.356234
管理制度	374.118.3112.4718
管理制度	374621.118121.311252.471854
管理办法	374.118.5344.44
管理办法	374621.118121.5344.441954
管理学院	374.118.64.524
管理学院	374621.118121.6458.524615
管理工作	374.118.121.32312
管理工作	374621.118121.121.323121
管理干部	374.118.112.6180
管理干部	374621.118121.112.618052
管理方式	374.118.60.11215
管理方式	374621.118121.60.112154
管理方法	374.118.60.44
管理方法	374621.118121.60.441954
管理机制	374.118.1235.3112
管理机制	374621.118121.1235.311252
管理机构	374.118.1235.12355
管理机构	374621.118121.1235.123554
管理权限	374.118.1254.520
管理权限	374621.118121.1254.5203
管理条例	374.118.901.32132
管理条例	374621.118121.9012.321322
管理模式	374.118.1217.11215
管理模式	374621.118121.121784.112154
管理水平	374.118.253.143
管理水平	374621.118121.2534.1432
管理知识	374.118.9480.408
管理知识	374621.118121.9480.408034
管理科学	374.118.924.64
管理科学	374621.118121.924412.6458
管理系统	374.118.356.5541
管理系统	374621.118121.356234.554155
管理经验	374.118.55.503
管理经验	374621.118121.555411.503414
管理费用	374.118.573.351
管理费用	374621.118121.573228.35112
管理软件	374.118.7735.3231
管理软件	374621.118121.773534.3231
管理部门	374.118.6180.42
管理部门	374621.118121.618052.42
管理阶层	374.118.52343.07115
管理阶层	374621.118121.523432.071154
管窥蠡测	374.46113.551326.4428
管窥蠡测	374621.461135.551326.442822
管鲍之交	374.953.454.6634
管鲍之交	374621.953555.454.6634
箪食瓢饮	37348.30.74112.30353
箪食瓢饮	373482.30.741124.303534
箭不虚发	3743.1324.872.535
箭不虚发	374322.1324.8722.53544
箭在弦上	3743.132.5741.21
箭在弦上	374322.13219.574156.21
箭无虚发	3743.113.872.535
箭无虚发	374322.1135.8722.53544
篡位夺权	37821.3261.13412.1254
篡位夺权	378214.3261.134124.1254
篡党夺权	37821.243.13412.1254
篡党夺权	378214.2435.134124.1254
篡改政策	37821.5159.1219.37125
篡改政策	378214.51590.12190.371254
米珠薪桂	68.1131.1761.12191
米珠薪桂	68.113112.176113.121919
类似问题	681.32543.428.8176
类似问题	68134.325434.4280.817618
粉墨登场	683.8619.561.1953
粉墨登场	683453.8619.561801.19533
粉妆玉琢	683.41259.114.1113
粉妆玉琢	683453.41259.114.1113
粉妆玉砌	683.41259.114.1415
粉妆玉砌	683453.41259.114.141553
粉白黛黑	683.381.321546.86
粉白黛黑	683453.381.321546.86
粉身碎骨	683.99.1441.85
粉身碎骨	683453.99.144132.85
粉饰一新	683.30312.1.611
粉饰一新	683453.303125.1.611233
粉饰太平	683.30312.1344.143
粉饰太平	683453.303125.1344.1432
粗中有细	6827.802.13.558
粗中有细	6827.802.132511.5583
粗制滥造	6827.3112.4422.3198
粗制滥造	6827.311252.442234.319804
粗心大意	6827.65.134.618
粗心大意	6827.65.134.618165
粗心浮气	6827.65.4439.97
粗心浮气	6827.65.443958.97
粗手笨脚	6827.97.37121.361
粗手笨脚	6827.97.37121.361952
粗服乱头	6827.365.925.4413
粗服乱头	6827.365254.925.44134
粗枝大叶	6827.12125.134.8012
粗枝大叶	6827.121254.134.8012
粗茶淡饭	6827.1734.4469.303
粗茶淡饭	6827.173412.446969.303354
粗衣淡饭	6827.413.4469.303
粗衣淡饭	6827.413534.446969.303354
粗衣粝食	6827.413.6813.30
粗衣粝食	6827.413534.681313.30
粗言秽语	6827.40.9220.4012
粗言秽语	6827.40.922090.401250
粗通文墨	6827.542.66.8619
粗通文墨	6827.542514.66.8619
粘胶纤维	682.366.5531.5532
粘胶纤维	682180.366634.55312.553241
粥少僧多	576.2343.324321.909
粥少僧多	576857.2343.324321.9090
粮农组织	684.453.552.55803
粮农组织	68403.453534.5527.558034
粮草先行	684.178.319.3311
粮草先行	68403.178112.31935.33112
粮食产量	684.30.613.81181
粮食产量	68403.30.613.811811
粮食作物	684.30.32312.313
粮食作物	68403.30.323121.313533
粮食供应	684.30.32183.476
粮食供应	68403.30.321834.4764
粮食市场	684.30.4125.1953
粮食市场	68403.30.4125.19533
粮食生产	684.30.371.613
粮食生产	68403.30.371.613
粲然一笑	21905.9013.1.379
粲然一笑	219058.901349.1.3794
精兵强将	687.9834.578.4129
精兵强将	687121.9834.578026.412904
精兵简政	687.9834.3742.1219
精兵简政	687121.9834.374281.12190
精力充沛	687.53.4154.44125
精力充沛	687121.53.415435.44125
精力过人	687.53.1244.34
精力过人	687121.53.124454.34
精卫填海	687.521.19122.4431
精卫填海	687121.521.191224.443106
精妙绝伦	687.592.55355.32343
精妙绝伦	687121.592343.553555.323435
精密仪器	687.466.32434.80801
精密仪器	687121.466520.32434.808010
精彩回放	687.391.258.609
精彩回放	687121.391233.25801.6090
精彩纷呈	687.391.5534.8011
精彩纷呈	687121.391233.553453.8011
精心照料	687.65.8153.6844
精心照料	687121.65.815389.684412
精心策划	687.65.37125.1534
精心策划	687121.65.371254.153422
精心组织	687.65.552.55803
精心组织	687121.65.5527.558034
精心设计	687.65.40355.4012
精心设计	687121.65.403554.4012
精忠报国	687.80265.105.2
精忠报国	687121.80265.105254.251141
精打细磨	687.1012.558.471214
精打细磨	687121.1012.5583.471214
精打细算	687.1012.558.378
精打细算	687121.1012.5583.378212
精明强干	687.8136.578.112
精明强干	687121.8136.578026.112
精明能干	687.8136.5.112
精明能干	687121.8136.542515.112
精疲力尽	687.4853.53.07
精疲力尽	687121.485324.53.07444
精疲力竭	687.4853.53.618135
精疲力竭	687121.485324.53.618135
精益求精	687.43348.1241.687
精益求精	687121.433484.124134.687121
精确瞄准	687.1435.8217.41324
精确瞄准	687121.1435.821783.413241
精神准备	687.6283.41324.9083
精神准备	687121.6283.413241.9083
精神分析	687.6283.345.1233
精神分析	687121.6283.3453.1233
精神创伤	687.6283.34552.32315
精神创伤	687121.6283.345522.323153
精神可嘉	687.6283.18.795
精神可嘉	687121.6283.1802.795380
精神境界	687.6283.196.833
精神境界	687121.6283.196185.833432
精神恋爱	687.6283.666.39
精神恋爱	687121.6283.6665.394514
精神恍惚	687.6283.4924.49353
精神恍惚	687121.6283.492435.493535
精神抖擞	687.6283.1044.10685
精神抖擞	687121.6283.104412.106850
精神支柱	687.6283.1254.12411
精神支柱	687121.6283.1254.12411
精神文明	687.6283.66.8136
精神文明	687121.6283.66.8136
精神污染	687.6283.44115.44351
精神污染	687121.6283.44115.443512
精神涣散	687.6283.44352.182
精神涣散	687121.6283.443524.182510
精神焕发	687.6283.69352.535
精神焕发	687121.6283.693524.53544
精神状态	687.6283.4121.13446
精神状态	687121.6283.412134.134465
精神生活	687.6283.371.449
精神生活	687121.6283.371.4492
精神病学	687.6283.48.64
精神病学	687121.6283.481254.6458
精神百倍	687.6283.1381.326
精神百倍	687121.6283.1381.326180
精神着呢	687.6283.43.800
精神着呢	687121.6283.4382.800735
精神矍铄	687.6283.8282.91352
精神矍铄	687121.6283.828234.913524
精神财富	687.6283.2812.4618
精神财富	687121.6283.28123.461803
精神错乱	687.6283.9118.925
精神错乱	687121.6283.911881.925
精神集中	687.6283.3247.802
精神集中	687121.6283.324712.802
精神面貌	687.6283.13252.393
精神面貌	687121.6283.132521.393815
精神食粮	687.6283.30.684
精神食粮	687121.6283.30.68403
精简人员	687.3742.34.8028
精简人员	687121.374281.34.8028
精简完了	687.3742.461.52
精简完了	687121.374281.461135.52
精简整编	687.3742.18023.5567
精简整编	687121.374281.180231.556727
精简机构	687.3742.1235.12355
精简机构	687121.374281.1235.123554
精美绝伦	687.431.55355.32343
精美绝伦	687121.431114.553555.323435
精耕细作	687.7178.558.32312
精耕细作	687121.7178.5583.323121
精诚团结	687.4013.25123.5519
精诚团结	687121.401354.251231.551980
精诚所至	687.4013.335.15419
精诚所至	687121.401354.335133.15419
精贯白日	687.062.381.81
精贯白日	687121.0628.381.81
精金良玉	687.91.403.114
精金良玉	687121.91.403.114
精锐之师	687.914.454.231
精锐之师	687121.914385.454.23125
精锐部队	687.914.6180.5234
精锐部队	687121.914385.618052.5234
精雕细刻	687.35198.558.41533
精雕细刻	687121.351981.5583.415332
精雕细琢	687.35198.558.1113
精雕细琢	687121.351981.5583.1113
精雕细镂	687.35198.558.9168
精雕细镂	687121.351981.5583.916859
糊弄谁呢	6812.11132.403.800
糊弄谁呢	681286.11132.403241.800735
糊涂一时	6812.4434.1.811
糊涂一时	681286.443412.1.81124
糊糊涂涂	6812.6812.4434.4434
糊糊涂涂	681286.681286.443412.443412
糊里糊涂	6812.812.6812.4434
糊里糊涂	681286.81211.681286.443412
糖衣炮弹	6847.413.693.5743
糖衣炮弹	684700.413534.693555.574382
糖醋排骨	6847.751.1023.85
糖醋排骨	684700.751881.1023.85
糖醋里脊	6847.751.812.41343
糖醋里脊	684700.751881.81211.413431
糜烂不堪	471218.694.1324.1970
糜烂不堪	471218.6943.1324.19705
糟糠之妻	68125.68470.454.101259
糟糠之妻	681251.684704.454.101259
糯米糍粑	6816.68.68435.6852
糯米糍粑	681612.68.684356.685215
系于一线	356.112.1.5511
系于一线	356234.112.1.551154
系列产品	356.1322.613.8080
系列产品	356234.1322.613.808080
系列电影	356.1322.815.8141
系列电影	356234.1322.815.814123
系统响应	356.5541.8032.476
系统响应	356234.554155.803250.4764
系统备份	356.5541.9083.32345
系统备份	356234.554155.9083.323453
系统工程	356.5541.121.92801
系统工程	356234.554155.121.928011
系统托盘	356.5541.10315.938
系统托盘	356234.554155.10315.9384
系统科学	356.5541.924.64
系统科学	356234.554155.924412.6458
系统管理	356.5541.374.118
系统管理	356234.554155.374621.118121
系统词库	356.5541.4051.477
系统词库	356234.554155.405180.4777
系统误差	356.5541.4080.4312
系统误差	356234.554155.408014.43121
系统配置	356.5541.75.8412
系统配置	356234.554155.75515.841227
系统集成	356.5541.3247.135
系统集成	356234.554155.324712.135534
系统默认	356.5541.861.4034
系统默认	356234.554155.861344.4034
系综平均	356.554.143.19354
系综平均	356234.554614.1432.193541
系综理论	356.554.118.40343
系综理论	356234.554614.118121.403435
系膜囊肿	356.3617.18024.3680
系膜囊肿	356234.361784.180244.36802
系膜细胞	356.3617.558.363555
系膜细胞	356234.361784.5583.363555
系风捕影	356.353.101254.8141
系风捕影	356234.3534.101254.814123
素不相识	715.1324.1282.408
素不相识	715624.1324.1282.408034
素昧平生	715.81112.143.371
素昧平生	715624.81112.1432.371
素未谋面	715.112.4018.13252
